tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_pekerjaan,jumlah
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Petani/Pekebun,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Nelayan/Perikanan,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Industri,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Konstruksi,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Transportasi,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Karyawan Swasta,7360
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Karyawan BUMN,82
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Karyawan BUMD,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Karyawan Honorer,37
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Buruh Harian Lepas,921
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Pembantu Rumah Tangga,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Tukang Jahit,11
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Penata Rias,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Mekanik,7
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Seniman,11
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Pendeta,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Wartawan,15
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Ustadz/Mubaligh,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Dosen,19
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Guru,260
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Pilot,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Pengacara,9
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Notaris,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Arsitek,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Akuntan,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Konsultan,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Dokter,37
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Bidan,11
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Perawat,39
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Apoteker,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Psikiater/Psikolog,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Pelaut,5
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Sopir,69
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Pedagang,283
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Wiraswasta,1799
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Lainnya,78
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Belum/Tidak Bekerja,399
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Mengurus Rumah Tangga,6819
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pelajar/Mahasiswa,5988
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pensiunan,544
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pegawai Negeri Sipil,573
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Tentara Nasional Indonesia,43
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Kepolisian RI,35
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perdagangan,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Peternak,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Nelayan/Perikanan,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Konstruksi,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Transportasi,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Karyawan Swasta,10284
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Karyawan BUMN,221
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Karyawan BUMD,8
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Karyawan Honorer,28
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Buruh Harian Lepas,615
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Buruh Tani/Perkebunan,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pembantu Rumah Tangga,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Tukang Kayu,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Tukang Jahit,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Penata Rambut,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Mekanik,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Seniman,14
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perancang Busana,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Imam Mesjid,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pendeta,8
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Wartawan,20
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Ustadz/Mubaligh,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Dosen,30
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Guru,415
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pilot,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pengacara,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Notaris,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Arsitek,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Konsultan,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Dokter,43
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Bidan,11
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perawat,32
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Apoteker,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pelaut,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Sopir,67
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Pedagang,230
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Wiraswasta,2090
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Lainnya,80
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Belum/Tidak Bekerja,338
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Mengurus Rumah Tangga,4692
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pelajar/Mahasiswa,3988
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pensiunan,246
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pegawai Negeri Sipil,179
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Tentara Nasional Indonesia,32
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Kepolisian RI,83
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Perdagangan,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Industri,5
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Konstruksi,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Karyawan Swasta,6856
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Karyawan BUMN,55
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Karyawan BUMD,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Karyawan Honorer,17
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Buruh Harian Lepas,371
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pembantu Rumah Tangga,5
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Tukang Las/Pandai Besi,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Tukang Jahit,7
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Mekanik,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Seniman,8
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pendeta,12
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pastor,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Wartawan,15
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Ustadz/Mubaligh,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Dosen,12
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Guru,101
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pilot,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pengacara,10
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Notaris,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Arsitek,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Akuntan,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Konsultan,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Dokter,40
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Bidan,9
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Perawat,18
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Apoteker,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pelaut,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Sopir,52
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Pedagang,181
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Biarawan/Biarawati,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Wiraswasta,1269
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Lainnya,272
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Belum/Tidak Bekerja,340
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Mengurus Rumah Tangga,7402
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pelajar/Mahasiswa,7038
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pensiunan,460
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pegawai Negeri Sipil,502
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Tentara Nasional Indonesia,45
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Kepolisian RI,34
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perdagangan,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Petani/Pekebun,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Industri,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Konstruksi,5
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Karyawan Swasta,10454
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Karyawan BUMN,176
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Karyawan BUMD,14
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Karyawan Honorer,34
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Buruh Harian Lepas,615
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Buruh Peternakan,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pembantu Rumah Tangga,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Tukang Las/Pandai Besi,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Tukang Jahit,11
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Penata Busana,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Penata Rambut,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Mekanik,8
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Seniman,29
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pendeta,31
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pastor,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Wartawan,26
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Ustadz/Mubaligh,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Duta Besar,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Dosen,40
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Guru,360
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pilot,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pengacara,13
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Notaris,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Arsitek,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Konsultan,6
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Dokter,77
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Bidan,17
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perawat,40
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Apoteker,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pelaut,18
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Sopir,115
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Pedagang,473
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Wiraswasta,3003
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Lainnya,172
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Belum/Tidak Bekerja,199
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Mengurus Rumah Tangga,4695
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pelajar/Mahasiswa,4837
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pensiunan,422
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pegawai Negeri Sipil,388
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Tentara Nasional Indonesia,57
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Kepolisian RI,36
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perdagangan,8
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Petani/Pekebun,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Industri,5
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Konstruksi,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Transportasi,5
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Karyawan Swasta,7529
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Karyawan BUMN,139
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Karyawan BUMD,7
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Karyawan Honorer,22
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Buruh Harian Lepas,366
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Buruh Tani/Perkebunan,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pembantu Rumah Tangga,8
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Tukang Las/Pandai Besi,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Tukang Jahit,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Seniman,13
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pendeta,12
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Wartawan,28
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Anggota Mahkamah Konstitusi,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Duta Besar,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Dosen,44
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Guru,264
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pilot,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pengacara,27
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Notaris,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Arsitek,2
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Konsultan,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Dokter,124
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Bidan,18
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perawat,32
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Apoteker,9
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pelaut,13
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Sopir,52
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Pedagang,226
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Wiraswasta,2207
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Lainnya,213
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Belum/Tidak Bekerja,362
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Mengurus Rumah Tangga,7365
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Pelajar/Mahasiswa,5877
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Pensiunan,224
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Pegawai Negeri Sipil,270
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Tentara Nasional Indonesia,25
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Kepolisian RI,18
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perdagangan,5
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Petani/Pekebun,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Industri,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Konstruksi,4
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Transportasi,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Karyawan Swasta,9325
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Karyawan BUMN,83
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Karyawan Honorer,41
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Buruh Harian Lepas,1135
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Buruh Tani/Perkebunan,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Tukang Jahit,7
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Seniman,13
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Penterjemah,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Pendeta,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Wartawan,12
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Anggota DPRD Kabupaten/Kota,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Dosen,13
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Guru,231
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Pengacara,9
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Notaris,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Arsitek,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Konsultan,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Dokter,26
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Bidan,14
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perawat,32
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Apoteker,3
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Pelaut,10
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Sopir,86
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Pialang,1
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Pedagang,615
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Wiraswasta,2346
2021,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Lainnya,99
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Belum/Tidak Bekerja,78
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Mengurus Rumah Tangga,1490
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Pelajar/Mahasiswa,1318
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Pensiunan,70
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Pegawai Negeri Sipil,70
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Tentara Nasional Indonesia,74
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Kepolisian RI,147
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Perdagangan,2
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Industri,3
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Konstruksi,2
2021,DKI Jakarta,JAKARTA PUSAT,S E N E N,SENEN,Karyawan Swasta,1839
