tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,nama_kelurahan,jenis_pekerjaan,jumlah
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Belum/Tidak Bekerja,72
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Mengurus Rumah Tangga,1656
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pelajar/Mahasiswa,1150
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pensiunan,32
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pegawai Negeri Sipil,230
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Tentara Nasional Indonesia,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Kepolisian RI,14
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perdagangan,4
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Petani/Pekebun,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Nelayan/Perikanan,908
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Konstruksi,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan Swasta,324
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan BUMN,5
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Karyawan Honorer,361
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Buruh Harian Lepas,55
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Buruh Tani/Perkebunan,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Seniman,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Wartawan,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Dosen,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Guru,131
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Arsitek,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Dokter,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Bidan,18
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perawat,19
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Apoteker,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pelaut,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Sopir,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Pedagang,8
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Wiraswasta,140
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Lainnya,21
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Belum/Tidak Bekerja,169
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Mengurus Rumah Tangga,1799
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pelajar/Mahasiswa,1201
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pensiunan,10
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pegawai Negeri Sipil,66
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Kepolisian RI,7
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perdagangan,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Petani/Pekebun,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Nelayan/Perikanan,1067
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Industri,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Konstruksi,4
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Karyawan Swasta,323
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Karyawan Honorer,126
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Buruh Harian Lepas,216
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Buruh Nelayan/Perikanan,19
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Guru,102
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Dokter,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Bidan,13
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perawat,15
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pelaut,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Sopir,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Pedagang,10
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Wiraswasta,115
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Lainnya,18
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Belum/Tidak Bekerja,30
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Mengurus Rumah Tangga,647
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pelajar/Mahasiswa,469
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pensiunan,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pegawai Negeri Sipil,33
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Kepolisian RI,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Petani/Pekebun,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Nelayan/Perikanan,405
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Konstruksi,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Karyawan Swasta,93
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Karyawan BUMN,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Karyawan Honorer,114
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Buruh Harian Lepas,46
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Buruh Nelayan/Perikanan,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Dosen,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Guru,51
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Bidan,7
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Perawat,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Pelaut,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Wiraswasta,47
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Lainnya,16
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Belum/Tidak Bekerja,54
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Mengurus Rumah Tangga,632
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pelajar/Mahasiswa,360
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pensiunan,11
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pegawai Negeri Sipil,44
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Kepolisian RI,4
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perdagangan,6
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Nelayan/Perikanan,244
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Karyawan Swasta,118
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Karyawan BUMN,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Karyawan Honorer,111
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Buruh Harian Lepas,16
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Buruh Nelayan/Perikanan,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Dosen,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Guru,36
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Bidan,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perawat,5
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pelaut,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Pedagang,10
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Wiraswasta,179
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Lainnya,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Belum/Tidak Bekerja,120
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Mengurus Rumah Tangga,1357
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pelajar/Mahasiswa,915
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pensiunan,21
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pegawai Negeri Sipil,143
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Kepolisian RI,8
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perdagangan,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Petani/Pekebun,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Nelayan/Perikanan,709
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Konstruksi,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan Swasta,212
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan BUMN,4
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan BUMD,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Karyawan Honorer,355
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Buruh Harian Lepas,63
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Buruh Nelayan/Perikanan,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Wartawan,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Ustadz/Mubaligh,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Dosen,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Guru,124
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Bidan,7
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perawat,8
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pelaut,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Pedagang,12
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Wiraswasta,272
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Lainnya,10
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Belum/Tidak Bekerja,38
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Mengurus Rumah Tangga,923
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pelajar/Mahasiswa,496
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pensiunan,5
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pegawai Negeri Sipil,16
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Tentara Nasional Indonesia,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Kepolisian RI,3
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perdagangan,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Petani/Pekebun,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Nelayan/Perikanan,667
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Konstruksi,5
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Karyawan Swasta,126
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Karyawan Honorer,182
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Buruh Harian Lepas,8
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Buruh Nelayan/Perikanan,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Guru,43
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pengacara,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Bidan,10
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perawat,6
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Apoteker,1
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Pelaut,2
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Wiraswasta,75
2021,DKI Jakarta,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Lainnya,19
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Belum/Tidak Bekerja,23
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Mengurus Rumah Tangga,474
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pelajar/Mahasiswa,534
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pensiunan,60
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pegawai Negeri Sipil,40
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Tentara Nasional Indonesia,60
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Kepolisian RI,5
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Perdagangan,4
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Petani/Pekebun,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Industri,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan Swasta,752
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan BUMN,13
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Karyawan Honorer,8
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Buruh Harian Lepas,32
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pembantu Rumah Tangga,2
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Seniman,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pendeta,9
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Presiden,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Dosen,3
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Guru,10
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pilot,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pengacara,3
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Konsultan,2
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Dokter,9
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Bidan,4
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Perawat,5
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Psikiater/Psikolog,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pelaut,3
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Sopir,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Pedagang,48
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Wiraswasta,254
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,GAMBIR,Lainnya,20
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Belum/Tidak Bekerja,220
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Mengurus Rumah Tangga,3602
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pelajar/Mahasiswa,2820
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pensiunan,236
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pegawai Negeri Sipil,125
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Tentara Nasional Indonesia,23
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Kepolisian RI,161
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Perdagangan,5
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Petani/Pekebun,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Peternak,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Industri,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Transportasi,2
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan Swasta,5767
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan BUMN,39
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan BUMD,3
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Karyawan Honorer,25
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Buruh Harian Lepas,182
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Buruh Tani/Perkebunan,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pembantu Rumah Tangga,4
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Tukang Jahit,4
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Tukang Gigi,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Penata Rias,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Penata Busana,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Mekanik,7
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Seniman,6
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pendeta,12
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Wartawan,14
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Juru Masak,3
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Anggota DPR-RI,2
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Anggota DPRD Kabupaten/Kota,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Dosen,25
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Guru,85
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pengacara,14
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Notaris,6
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Arsitek,3
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Konsultan,5
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Dokter,95
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Bidan,4
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Perawat,16
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Apoteker,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pelaut,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Peneliti,1
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Sopir,38
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Pedagang,150
2021,DKI Jakarta,JAKARTA PUSAT,GAMBIR,CIDENG,Wiraswasta,1175
